Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
1812,LIO ACRILICA SENSAR 1PC 25.5D,JJSV PRODUTOS ÓTICOS LTDA,3059252011,01 UNID.,251966,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1813,LIO ACRILICA SENSAR 1PC 25.5D,JJSV PRODUTOS ÓTICOS LTDA,3059602011,01 UNID.,251966,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1814,LIO ACRILICA SENSAR 3PC 19.5D,JJSV PRODUTOS ÓTICOS LTDA,2381792004,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1815,LIO ACRILICA SENSAR 3PC 21.0D,JJSV PRODUTOS ÓTICOS LTDA,3030571908,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1816,LIO ACRILICA SENSAR 3PC 21.5D,JJSV PRODUTOS ÓTICOS LTDA,3113341908,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1817,LIO ACRILICA SENSAR 3PC 22.0D,JJSV PRODUTOS ÓTICOS LTDA,5457012005,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1818,LIO ACRILICA SENSAR 3PC 23.0D,JJSV PRODUTOS ÓTICOS LTDA,5653582005,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1819,LIO ACRILICA SENSAR 3PC 23.0D,JJSV PRODUTOS ÓTICOS LTDA,5653192005,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1820,LIO ACRILICA SENSAR 3PC 23.5D,JJSV PRODUTOS ÓTICOS LTDA,3871731908,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1821,LIO ACRILICA SENSAR 3PC 23.5D,JJSV PRODUTOS ÓTICOS LTDA,3733391908,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1822,LIO ACRILICA SENSAR 3PC 23.5D,JJSV PRODUTOS ÓTICOS LTDA,3884931908,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1823,LIO ACRILICA SENSAR 3PC 24.0D,JJSV PRODUTOS ÓTICOS LTDA,3139331906,01 UNID.,215638,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - MG,MG
1824,LIO ACRILICA SENSAR 3PC 24.0D,JJSV PRODUTOS ÓTICOS LTDA,4971972005,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1825,LIO ACRILICA SENSAR 3PC 24.0D,JJSV PRODUTOS ÓTICOS LTDA,4985222005,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
1826,LIO ACRILICA SENSAR 3PC 24.5D,JJSV PRODUTOS ÓTICOS LTDA,5992811908,01 UNID.,215638,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - MG,MG
1827,LIO ACRILICA SENSAR 3PC 24.5D,JJSV PRODUTOS ÓTICOS LTDA,4815081908,01 UNID.,208936,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - SP,SP
1828,LIO ACRILICA SENSAR 3PC 27.0D,JJSV PRODUTOS ÓTICOS LTDA,3930802007,01 UNID.,215638,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - MG,MG
1829,LIO ACRILICA TECNIS 1 PC12.0D,JJSV PRODUTOS ÓTICOS LTDA,2468672008,01 UNID.,262005,BO não registrado para Extravio da Mercadoria,17/08/2021,Fluxo Postal Correios,-
1830,LIO ACRILICA TECNIS 1PC 17.0D,JJSV PRODUTOS ÓTICOS LTDA,3859571912,01 UNID.,204472,BO não registrado para Extravio da Mercadoria,18/12/2020,Fluxo Postal Correios,
1831,LIO ACRILICA TECNIS 1PC 18.0D,JJSV PRODUTOS ÓTICOS LTDA,4085262010,01 UNID.,249009,BO não registrado para Extravio da Mercadoria,20/06/2021,Fluxo Postal Correios,-
1832,LIO ACRILICA TECNIS 1PC 18.5D,JJSV PRODUTOS ÓTICOS LTDA,2435892010,01 UNID.,249009,BO não registrado para Extravio da Mercadoria,20/06/2021,Fluxo Postal Correios,-
1833,LIO ACRILICA TECNIS 1PC 24.5D,JJSV PRODUTOS ÓTICOS LTDA,4403991711,01 UNID.,260856,BO não registrado para Extravio da Mercadoria,02/08/2021,Fluxo Postal Correios,-
1834,LIO ACRILICA TECNIS 1PC 24.5D,JJSV PRODUTOS ÓTICOS LTDA,6061251801,01 UNID.,260856,BO não registrado para Extravio da Mercadoria,02/08/2021,Fluxo Postal Correios,-
1835,LIO ACRILICA TECNIS MF 1PC 24.5D,JJSV PRODUTOS ÓTICOS LTDA,2630852126,01 UNID.,269501,BO não registrado para Extravio da Mercadoria,21/09/2021,Fluxo Postal Correios,-
1836,LIO ACRILICA TECNIS MF 1PC 24.5D,JJSV PRODUTOS ÓTICOS LTDA,6039342012,01 UNID.,269501,BO não registrado para Extravio da Mercadoria,21/09/2021,Fluxo Postal Correios,-
1837,LIO ACRILICA TECNIS MONO PRELOADED 20.0D,JJSV PRODUTOS ÓTICOS LTDA,6307882011,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1838,LIO ACRILICA TECNIS MONO PRELOADED 21.0D -,JJSV PRODUTOS ÓTICOS LTDA,4306842009,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1839,LIO ACRILICA TECNIS MONO PRELOADED 21.5D,JJSV PRODUTOS ÓTICOS LTDA,6182552010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1840,LIO ACRILICA TECNIS MONO PRELOADED 22.0D,JJSV PRODUTOS ÓTICOS LTDA,2341572010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1841,LIO ACRILICA TECNIS MONO PRELOADED 22.0D,JJSV PRODUTOS ÓTICOS LTDA,2844822010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1842,LIO ACRILICA TECNIS MONO PRELOADED 22.0D,JJSV PRODUTOS ÓTICOS LTDA,2844832010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1843,LIO ACRILICA TECNIS MONO PRELOADED 22.5D,JJSV PRODUTOS ÓTICOS LTDA,3107082010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1844,LIO ACRILICA TECNIS MONO PRELOADED 22.5D,JJSV PRODUTOS ÓTICOS LTDA,3107782010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1845,LIO ACRILICA TECNIS MONO PRELOADED 22.5D,JJSV PRODUTOS ÓTICOS LTDA,6855632010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1846,LIO ACRILICA TECNIS MONO PRELOADED 23.0D,JJSV PRODUTOS ÓTICOS LTDA,7482062010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1847,LIO ACRILICA TECNIS MONO PRELOADED 23.0D,JJSV PRODUTOS ÓTICOS LTDA,7558982010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1848,LIO ACRILICA TECNIS MONO PRELOADED 23.0D,JJSV PRODUTOS ÓTICOS LTDA,7559032010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1849,LIO ACRILICA TECNIS MONO PRELOADED 23.5D,JJSV PRODUTOS ÓTICOS LTDA,3601802010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1850,LIO ACRILICA TECNIS MONO PRELOADED 23.5D,JJSV PRODUTOS ÓTICOS LTDA,3631472010,01 UNID.,253087,BO não registrado para Extravio da Mercadoria,15/08/2021,Fluxo Postal Correios,-
1851,LIO TECNIS EYHANCE 20.5D,JJSV PRODUTOS ÓTICOS LTDA,4639622005,01 UNID.,215638,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - MG,MG
1852,LIO TECNIS EYHANCE 21.5D,JJSV PRODUTOS ÓTICOS LTDA,5156762012,01 UNID.,262005,BO não registrado para Extravio da Mercadoria,17/08/2021,Fluxo Postal Correios,-
1853,LIO TECNIS EYHANCE 22.0D,JJSV PRODUTOS ÓTICOS LTDA,5523702106,01 UNID.,262005,BO não registrado para Extravio da Mercadoria,17/08/2021,Fluxo Postal Correios,-
1854,LIO TECNIS EYHANCE 23.5D,JJSV PRODUTOS ÓTICOS LTDA,7989332104,01 UNID.,262005,BO não registrado para Extravio da Mercadoria,17/08/2021,Fluxo Postal Correios,-
1855,LIO TECNIS MULTIFOCAL LOW ADD 3.25D 25.0,JJSV PRODUTOS ÓTICOS LTDA,3057652106,01 UNID.,271093,BO não registrado para Extravio da Mercadoria,06/10/2021,Fluxo Postal Correios,-
1856,LIO TECNIS SYMFONY EXT RANGE OF VISION 23.0,JJSV PRODUTOS ÓTICOS LTDA,8051781934,01 UNID.,215638,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - MG,MG
1857,LIO TECNIS SYMFONY EXT RANGE OF VISION 23.0,JJSV PRODUTOS ÓTICOS LTDA,8036971934,01 UNID.,215638,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - MG,MG
1858,LIO TECNIS SYNERGY OPTIBLUE 17.0D,JJSV PRODUTOS ÓTICOS LTDA,8066992017,01 UNID.,205155,BO não registrado para Extravio da Mercadoria,05/08/2020,Fluxo Postal Correios,
1859,LIO TECNIS SYNERGY OPTIBLUE 23.0D,JJSV PRODUTOS ÓTICOS LTDA,8013092025,01 UNID.,216694,BO não registrado para Extravio da Mercadoria,18/12/2020,Correios - MG,SP
1860,LIPASE AUTOMAÇÃO (50 ML),QUIBASA QUÍMICA BÁSICA LTDA,45,10,99552,5833-2021-100304,16/08/2021,PORTO ALEGRE,RS
1861,LIPOFUNDIN MCT/LCT 20%    FRVD 500ML BR,Laboratórios B.Braun S/A,210168081,100,591015,20210913111984783,11/09/2021,Teixeira de Freitas,BA
1862,LIPURO 1%-PROPOFOL AMPVD  20ML (C1),Laboratórios B.Braun S/A,21117050,320,590805,20210913111984783,11/09/2021,Teixeira de Freitas,BA
1863,LIPURO 1%-PROPOFOL AMPVD  20ML (C1),Laboratórios B.Braun S/A,21206050,160,590668,20210913111984783,11/09/2021,Teixeira de Freitas,BA
1864,LIPURO 1%-PROPOFOL AMPVD  20ML (C1),Laboratórios B.Braun S/A,21117050,200,590804,20210913111984783,11/09/2021,Teixeira de Freitas,BA
1865,Llis DA1 4g,Dentscare LTDA,60421,30000,41355,1658080/2021,07/09/2021,GUARULHOS,SP
1866,LLIS DA1 4G CE FDA,DENTSCARE LTDA,60421,30,000041355-2,1658080/2021,07/09/2021,SÃO PAULO,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
1867,Llis EA1 4g,Dentscare LTDA,120521,30000,41355,1658080/2021,07/09/2021,GUARULHOS,SP
1868,LLIS EA1 4G CE FDA,DENTSCARE LTDA,120521,30,000041355-2,1658080/2021,07/09/2021,SÃO PAULO,SP
1869,"Llis EA3,5 4g",Dentscare LTDA,160321,30000,41355,1658080/2021,07/09/2021,GUARULHOS,SP
1870,"LLIS EA3,5 4G CE FDA",DENTSCARE LTDA,160321,30,000041355-2,1658080/2021,07/09/2021,SÃO PAULO,SP
1871,LUBRINAT GEL INTRAVAGINAL BG 30G+10APL,COSMED IND COSM MED S/A,Q20G0066,24,815862,17.565.444,18/12/2020,"TRANSPORTADORA TRANSLAGTRANSPORTE E LOGISTICA, VIA ACESSO008 SN, CHÁCARAS MARIVÂNIA -APARECIDA DE GOIÂNIA",GO
1872,LUBRINAT GEL INTRAVAGINAL BG 30G+10APL,COSMED IND COSM MED S/A,Q20G0066,48,815637,17.565.444,18/12/2020,"TRANSPORTADORA TRANSLAGTRANSPORTE E LOGISTICA, VIA ACESSO008 SN, CHÁCARAS MARIVÂNIA -APARECIDA DE GOIÂNIA",GO
1873,LUBRINAT GEL INTRAVAGINAL BG 30G+10APL,COSMED IND COSM MED S/A,Q20G0066,24,815640,17.565.444,18/12/2020,"TRANSPORTADORA TRANSLAGTRANSPORTE E LOGISTICA, VIA ACESSO008 SN, CHÁCARAS MARIVÂNIA -APARECIDA DE GOIÂNIA",GO
1874,"M PILAR ARCSYS D2,5MM",DENTSCARE LTDA,1032448,1,000046896-2,879/2021,04/08/2021,São Paulo,SP
1875,M PILAR NANG ARCSYS D0.5MM,DENTSCARE LTDA,1024349,1,000046896-2,879/2021,04/08/2021,São Paulo,SP
1876,"M PILAR NANG ARCSYS D2,5MM",DENTSCARE LTDA,1022732,4,47714,1194/2021,10/08/2021,SÃO PAULO,SP
1877,M PILAR NANG ARCSYS D2MM,DENTSCARE LTDA,1026284,3,47714,1194/2021,10/08/2021,SÃO PAULO,SP
1878,"M PILAR NANG ARCSYS D3,5MM",DENTSCARE LTDA,1033536,2,47714,1194/2021,10/08/2021,SÃO PAULO,SP
1879,"M PILAR NANG ARCSYS D4,5MM",DENTSCARE LTDA,1033595,1,47714,1194/2021,10/08/2021,SÃO PAULO,SP
1880,MAGIC BOND,Vigodent Indústria e Comércio LDTA,2101549,24,94857,918-00438/2021,06/10/2021,"Rodovia Washington Luiz, 0- Duque de Caxias",RJ
1881,MAGIC BOND DE C/ FLUOR REPOSICAO,Vigodent Indústria e Comércio LDTA,2102139,24,94857,918-00438/2021,06/10/2021,"Rodovia Washington Luiz, 0- Duque de Caxias",RJ
1882,MAGNESIO - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do Bras Produtos paraSaude LTDA",632955056,4,000.068.291,021-03743/2021,06/05/2021,Rio de Janeiro,RJ
1883,MAGNESIO - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do Bras Produtos paraSaude LTDA",632955056,8,000.068.633,021-03743/2021,06/05/2021,Rio de Janeiro,RJ
1884,MAGNÉSIO MONOREAGENTE (200 ML),QUIBASA QUÍMICA BÁSICA LTDA,37,5,99552,5833-2021-100304,16/08/2021,PORTO ALEGRE,RS
1885,MARCAPASSO ENDURITY MRI DR,ST. JUDE MEDICAL BRASIL LTDA.,8989683 / A000071616,1,426228,N/A,06/Ago/2021,PATO BRANCO,PR
1886,MARCAPASSO ENDURITY MRI DR,ST. JUDE MEDICAL BRASIL LTDA.,4981884 / P000054652,1,375031,N/A,24/07/2021,DOURADOS,MS
1887,MARCAPASSO ENDURITY MRI DR,ST. JUDE MEDICAL BRASIL LTDA.,7975398 / A000047045,1,359360,N/A,24/07/2021,DOURADOS,MS
1888,MARCAPASSO ENDURITY MRI DR,ST. JUDE MEDICAL BRASIL LTDA.,9344430 / P000072094,1,402197,N/A,06-Ago-21,ARAPONGAS,PR
1889,MARCAPASSO ENDURITY MRI SR,ST. JUDE MEDICAL BRASIL LTDA.,9376434 / P000074506,1,414614,N/A,29/07/2021,NATAL,RN
1890,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016043G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1891,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016044G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1892,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016045G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1893,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016046G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1894,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016047G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1895,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016048G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1896,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016049G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1897,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016050G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1898,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016100G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1899,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016101G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1900,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016102G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1901,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016103G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1902,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016104G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1903,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016106G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1904,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016107G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
1905,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016109G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1906,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016110G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1907,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016111G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1908,Marcapasso Implantavel Adapta Medtronic,MEDTRONIC,NWA016029G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1909,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009090G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1910,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009089G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1911,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009088G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1912,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009087G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1913,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009086G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1914,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009085G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1915,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009084G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1916,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009083G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1917,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009082G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1918,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009081G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1919,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009080G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1920,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009079G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1921,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009078G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1922,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009077G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1923,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009076G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1924,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009075G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1925,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009074G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1926,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009073G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1927,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009072G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1928,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009071G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1929,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009070G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1930,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009069G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1931,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009068G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1932,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009067G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1933,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009066G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1934,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009091G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1935,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009093G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1936,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009092G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1937,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009065G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1938,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009038G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1939,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009037G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1940,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009036G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1941,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009035G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1942,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009034G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1943,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009033G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
1944,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009032G,1,46282,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
