1822,DEXANEURIN INJ C/ 3 AMP A E 3 AMP B,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2021999,1 UN,ÃO SE APLICA A DISTRIBUIDORA,0 UN,000276361-1,16823045,31/08/2020,SÃO PAULO,SP
1823,"DEXASON 0,1MG/ML ELIX 100ML PE T",LABORATÓRIO TEUTO,2767136,400 CAIXAS,39681,440,675600,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
1824,"DEXASON 0,1MG/ML ELIX 100ML PE T",LABORATÓRIO TEUTO,2767135,50 CAIXAS,39837,99,673987,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
1825,"DEXASON 0,1MG/ML ELIX 100ML PE T",LABORATÓRIO TEUTO BRASILEIRO,2767138,3900 CAIXAS,39.788,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1826,"DEXASON 0,1MG/ML ELIX 100ML PE T",LABORATÓRIO TEUTO BRASILEIRO,2767139,1850 CAIXAS,39.798,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1827,DEXASON 1MG/G CR 10G,LABORATÓRIO TEUTO BRASILEIRO,41340047,1800 CAIXAS,37.641,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1828,DEXASON 1MG/G CR 10G,LABORATÓRIO TEUTO BRASILEIRO,41340048,700 CAIXAS,35.778,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1829,DEXASON 4MG COMP C/10,LABORATÓRIO TEUTO,9465064,200 CAIXAS,49828,618,675598,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
1830,DEXASON 4MG COMP C/10,LABORATÓRIO TEUTO,9465064,400 CAIXAS,49828,618,675600,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
1831,DEXASON 4MG COMP C/10,LABORATÓRIO TEUTO BRASILEIRO,9465075,4700 CAIXAS,49.252,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1832,DEXASON 4MG COMP C/10,LABORATÓRIO TEUTO BRASILEIRO,9465076,13300 CAIXAS,50.338,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1833,DEXASON 4MG COMP C/10,LABORATÓRIO TEUTO BRASILEIRO,9465081,3600 CAIXAS,50.417,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1834,DEXCL+BETAM MAL XPE 120ML GEN PET,LABORATÓRIO TEUTO,2743145,500 CAIXAS,36166,566,675600,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
1835,DEXCL+BETAM MAL XPE 120ML GEN PET,LABORATÓRIO TEUTO BRASILEIRO,2743135,50 CAIXAS,36.103,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1836,DEXCL+BETAM MAL XPE 120ML GEN PET,LABORATÓRIO TEUTO BRASILEIRO,2743137,2 CAIXAS,36.234,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1837,DEXCL+BETAM MAL XPE 120ML GEN PET,LABORATÓRIO TEUTO BRASILEIRO,2743139,50 CAIXAS,36.291,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1838,DEXCL+BETAM MAL XPE 120ML GEN PET,LABORATÓRIO TEUTO BRASILEIRO,2743142,1 CAIXA,35.934,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1839,DEXCL+BETAM MAL XPE 120ML GEN PET,LABORATÓRIO TEUTO BRASILEIRO,2743161,3350 CAIXAS,36.363,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
1840,"DEXCLOR+BETA 0,4+0 0,05MG/ML PL120ML+CP",PRATIDONADUZZI & CIA LTDA,19J94K,30,-,-,000137026-1,20E2141000053,04/01/2020,CABO DE SANTO AGOSTINHO,PE
1841,"DEXCLOR+BETA 0,4+0,05MG/ML PL 120ML+CP","PRATI, DONADUZZI E CIA LTDA",20A47Q,6,6,0,422268,2020-016912409-001,08/04/2020,Belo Horizonte,MG
1842,"DEXCLOR+BETA 0,4+0,05MG/ML PL 120ML+CP","PRATI, DONADUZZI E CIA LTDA",20A49Q,2 unidades,2,2,317227,514234/2020,07/05/2020,CAMPO DO SANTANA,PR
1843,"DEXCLORFEN MAL 0,4MG/ML SOL OR AL 100ML PET",LABORATÓRIO TEUTO BRASILEIRO,2768075,1800 CAIXAS,87.720,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1844,"DEXCLORFEN MAL 0,4MG/ML SOL OR AL 100ML PET",LABORATÓRIO TEUTO BRASILEIRO,2768076,4700 CAIXAS,87.951,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1845,DEXMINE COMP 1 BL X 20,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",1924039,6,67770,0,437431,2020-014722225-001,24/03/2020,RIBEIRÃO DAS NEVES,MG
1846,DEXMINE COMP 1 BL X 20,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",1924039,6,67.770,0,437.431,2020-014722225-001,24/03/2020,RIBEIRÃO DAS NEVES,MG
1847,DEXMINE XP FR 120 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",1922125,6,39297,0,437431,2020-014722225-001,24/03/2020,RIBEIRÃO DAS NEVES,MG
1848,DEXMINE XPE FR 120 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003340,12,39.256,0,446303,2020-016912409-001,08/04/2020,BELO HORIZONTE,MG
1849,DEXMINE XPE FR 120 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003340,30,39.256,0,446731,2020-016912409-001,08/04/2020,BELO HORIZONTE,MG
1850,DEXMINE XPE FR 120 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2015316,30 UNIDADES,38.969,35.220,539.945,20E023000428,03/11/20230,LAJEDO,PE
1851,DEXMINE XPE FR 120 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",1922125,6,39.297,0,437.431,2020-014722225-001,24/03/2020,RIBEIRÃO DAS NEVES,MG
1852,DEXPANTENOL 50MG/G POM DERM,"PRATI, DONADUZZI E CIA LTDA",19L082,6 unidades,6,6,305627,-,31/03/2020,-,PR
1853,DEXPROTENOL 50MG/G POM DERM 30G,"PRATI, DONADUZZI E CIA LTDA",19L083,3 unidades,3,3,306053,-,31/03/2020,-,PR
1854,DEXPROTENOL 50MG/G POM DERM 30G,"PRATI, DONADUZZI E CIA LTDA",20A48E,20 UNIDADES,20,20,328345,-,-,-,PR
1855,"DIAD 0,75 COMP 1BL X 2","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",1913855,24,278.227,0,450885,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
1856,"DIAD 0,75 MG COMP 1 BL X 2","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",1913855,24,278.227,5761,448970,2020-018151005-001,16/04/2020,CONTAGEM,MG
1857,"DIAD 0,75 MG COMP 1 BL X 2","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",1913855,3,278.277,5761,449163,2020-018151005-001,16/04/2020,CONTAGEM,MG
1858,"DIAD 0,75 MG COMP 1 BL X 2","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2011043,960 UNIDADES,280.800,925,539.948,20E023000428,03/11/20230,LAJEDO,PE
1859,"DIAD 1,5MG 1CPR",CIMED,2013356,12,NA,NA,84.623,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
1860,DIAMICRON,"LABORATORIOS SERVIER DOBRASIL LTDA",3013637,2,-,-,11299315,2114/2020,06/03/2020,GUARUJÁ,SP
1861,DIAMICRON MR 60MG C/30 COM V1,Laboratorios Servier do Brasil Ltda,3014367,80,21895,0,3306,20I0319076143,03/06/2020,"Rua José Alves Bezerra, 277, Jaboatão dos Gurararapes",PE
1862,DIAMICRON MR 60MG C/60 COM V1,Laboratorios Servier do Brasil Ltda,3014371,240,11072,0,3306,20I0319076143,03/06/2020,"Rua José Alves Bezerra, 277, Jaboatão dos Gurararapes",PE
1863,DIANE 35,BAYER S A,BS01PUL,2,N/A,0,11281416,2341/2020,05/03/2020,São Paulo,SP
1864,DIAZEPAM  (B1) 5MG 30CPR,"LEGRAND PHARMA INDÚSTRIAFARMACÊUTICA LTDA",1L5758,4 CAIXAS,,4,45,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
1865,DIAZEPAM 10MG B-1 COMP CT BL 2X15,BRAINFARMA IND. QUÍM E FARM.,B20K4582,600 UNIDADES,25.827 UNIDADES,0,109.652,1990324201130030028,30.11.2020,"BR 381, KM 313, MUNICÍPIO: ANTONIO DIAS",MG
1866,DIAZEPAM NQ (B1) 10MG 30CPR,EMS SIGMA PHARMA LTDA,1D7718,8 CAIXAS,,8,45,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
1867,DICLIN,MERCK S/A,BR109541,1,N/A,0,11283228,2341/2020,05/03/2020,São Paulo,SP
1868,"DICLIN 2 MG + 0,035 MG TABS - (21) BRA",Merck SA.,BR119999,132 unidades,33.421 unidades,0 unidades,453.678,20-00882,23/10/2020,"101 KM 25 DECRESCENTE, Esplanada, BA - BR",BA
1869,"DICLOF DIETILAMONIO 11,6 MG/G GEL BG 60G","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003093,12,12.300,0,446303,2020-016912409-001,08/04/2020,BELO HORIZONTE,MG
1870,"DICLOF DIETILAMONIO 11,6MG/G GEL BG 60G","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2005113,6,12.593,53,451310,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
1871,"DICLOF POTASSICO 50 MG COMP REV 1 BL X20","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2000679,10,74.908,2690,450797,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
1872,"DICLOF POTASSICO 50 MG COMP REV 1 BL X20","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2002391,2,77.371,5400,450797,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
1873,DICLOF POTASSICO 50MG COMP REV 1 BL X 20,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2014493,2 UNIDADES,77.447,38.028,547181,2020-055465836-001,17/11/2020,BETIM,MG
1874,DICLOF POTASSICO 50MG COMP REV 1 BL X 20,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2016335,10 UNIDADES,77.888,20.955,547181,2020-055465836-001,17/11/2020,BETIM,MG
1875,DICLOF SODIC 100MG C/20 COMP EMS,EMS S A,1G8186,1,-,-,11299830,2114/2020,06/03/2020,GUARUJÁ,SP
1876,DICLOFARMA 3mL,"FARMACE INDÚSTRIA QUÍMICOFARMACÊUTICA CEARENSE LTDA",DC20C030,01 VOLUME (08 CAIXAS),144.088 UNIDADES,0 UNIDADES,228978,42942896,30/04/2020,"SOTECO, CONDOMÍNIO JABAETÉ – FEDEX EXPRESS",ES
1877,DICLOFENACCO SÓDICO,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",1948978,12 CARTUCHOS,1776,0,136875,2020-021332667-001,05/05/2020,VARGINHA,MG
1878,DICLOFENACO 50MG COMP DISP C/20 GEN PVDC,LABORATÓRIO TEUTO BRASILEIRO,22460033,6900 CAIXAS,24.255,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1879,DICLOFENACO 50MG COMP DISP C/20 GEN PVDC,LABORATÓRIO TEUTO BRASILEIRO,22460034,5900 CAIXAS,23.843,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1880,DICLOFENACO 50MG COMP DISP C/20 GEN PVDC,LABORATÓRIO TEUTO BRASILEIRO,22460032,200 CAIXAS,24.345,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1881,DICLOFENACO DIETILAMONICO GEL 60 GRS,,B20E1659,2,NA,NA,84.717,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
1882,"DICLOFENACO DIETILAMÔNIO 11,6 MGGEL BG 60 G","C  I M   E  D    I N   D  U   S  T  R   I A    D  EMEDICAMENTOS LTDA",2002761,4,12.593,911,449045,2020-018151005-001,16/04/2020,CONTAGEM,MG
1883,"DICLOFENACO DIETILAMONIO 11,6MG/G GEL 60GGEN",LABORATÓRIO TEUTO,7701422,100 CAIXAS,14323,184,675598,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
1884,"DICLOFENACO DIETILAMONIO 11,6MG/G GEL 60GGEN",LABORATÓRIO TEUTO BRASILEIRO,07701428,500 CAIXAS,13.950,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1885,DICLOFENACO RES 15MG/ML SUSP G TS 20ML GEN,LABORATÓRIO TEUTO BRASILEIRO,0859201,6 CAIXAS,21.884,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
1886,DICLOFENACO RES 15MG/ML SUSP G TS 20ML GEN,LABORATÓRIO TEUTO BRASILEIRO,0859204,3600 CAIXAS,30.844,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1887,DICLOFENACO RES 15MG/ML SUSP G TS 20ML GEN,LABORATÓRIO TEUTO BRASILEIRO,0859207,2000 CAIXAS,31.555,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1888,DICLOFENACO RES 15MG/ML SUSP GTS 20ML GEN,LABORATÓRIO TEUTO,859204,100 CAIXAS,30844,3742,675600,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
1889,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1935938,3 UN,29864 UN,23 UN,000217156-1,143/2020,10/01/2020,Capão Redondo,SP
1890,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1935938,12 UN,29864 UN,23 UN,000217166-1,143/2020,10/01/2020,Capão Redondo,SP
1891,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1935938,10 UN,29864 UN,23 UN,000218130-1,44/2020 e 49/2020 Complementar,11 e 14/01/2020,Brotas,SP
1892,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2008918,2,1824,0,159969,16078925,31/07/2020,SÃO PAULO,SP
1893,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2008918,2,1824,0,160073,16078925,31/07/2020,SÃO PAULO,SP
1894,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2008918,2,1824,0,160082,16078925,31/07/2020,SÃO PAULO,SP
1895,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2008918,5,1824,0,160102,16078925,31/07/2020,SÃO PAULO,SP
1896,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2008918,6,1824,0,160207,16078925,31/07/2020,SÃO PAULO,SP
1897,DICLOFENACO SODICO 25MG/ML X 5,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2008918,1,1824,0,160175,16078925,31/07/2020,SÃO PAULO,SP
1898,DICLOR BETAISTINA 16MG 30CP EUR,"EUROFARMA LABORATORIOSS.A.",647549,1,-,-,11301806,2114/2020,06/03/2020,GUARUJÁ,SP
1899,DICLORIDRATO DE BETAISTINA,BIOSINTÉTICA,1904957,1,0,0,880977,182/2020-0,09/01/2020,BRASÍLIA,DF
1900,DICLORIDRATO DE BETAISTINA 16MG 30CPS,"PRATI, DONADUZZI E CIA LTDA",19L320,2 UNIDADES,2,2,320414,-,-,-,PR
1901,Dieloft 50mg c/ 30 (C1),SANOFI MEDLEY,AKP02024,231 CARTUCHOS,4884,362,000129190,0250775/2020,02/04/2020,Avenida Plácido Hugo  de Oliveira 2398,-
1902,Difebril,Cifarma,3LE38,200,90.000,,205.994,20E0180000954,13/04/2020,POMBOS,PE
1903,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,60,10.599,900,18.878,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1904,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,18.920,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1905,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,60,10.599,900,18.923,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1906,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,18.926,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1907,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,18.930,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1908,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,18.952,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1909,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,18.961,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1910,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,19.052,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1911,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,19.071,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1912,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,19.202,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1913,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,30,10.599,900,19.203,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1914,"DIFFERIN 0,3% GEL 30 G","GALDERMA DISTRIBUIDORA DOBRASIL",2800120,90,10.599,900,19.204,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1915,"DIFFERIN 0,3% GEL 30G","GALDERMA DISTRIBUIDORA DOBRASIL",2800419,"30,000",19.179,7740,15083,20E2141000900,28/03/2020,"ROD FEDERAL GOV MARIO COVAS, 01 -RIBEIRAO/PERNAMBUCO/BRASIL. CEP 55500-000",-
1916,"DIFFERIN 0,3% GEL 30G","GALDERMA DISTRIBUIDORA DOBRASIL",2800419,"30,000",19.179,7740,15099,20E2141000900,28/03/2020,"ROD FEDERAL GOV MARIO COVAS, 01 -RIBEIRAO/PERNAMBUCO/BRASIL. CEP 55500-000",-
1917,"DIFFERIN 0,3% GEL 30G","GALDERMA DISTRIBUIDORA DOBRASIL",2800419,"30,000",19.179,7740,15150,20E2141000900,28/03/2020,"ROD FEDERAL GOV MARIO COVAS, 01 -RIBEIRAO/PERNAMBUCO/BRASIL. CEP 55500-000",-
1918,"DIFFERIN 0,3% GEL 30G","GALDERMA DISTRIBUIDORA DOBRASIL",2800419,"30,000",19.179,7740,15210,20E2141000900,28/03/2020,"ROD FEDERAL GOV MARIO COVAS, 01 -RIBEIRAO/PERNAMBUCO/BRASIL. CEP 55500-000",-
1919,"DIFFERIN 0,3% GEL 45G - NACIONAL","GALDERMA DISTRIBUIDORA DOBRASIL",2800319,30,6.249,1410,18.878,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1920,"DIFFERIN 0,3% GEL 45G - NACIONAL","GALDERMA DISTRIBUIDORA DOBRASIL",2800319,30,6.249,1410,18.920,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1921,"DIFFERIN 0,3% GEL 45G - NACIONAL","GALDERMA DISTRIBUIDORA DOBRASIL",2800319,30,6.249,1410,19.053,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1922,"DIFFERIN 0,3% GEL 45G - NACIONAL","GALDERMA DISTRIBUIDORA DOBRASIL",2800319,30,6.249,1410,19.054,"42834908 (presencial) e42842637 (online/internet)",27/07/2020,"ROD-ES 297, entre munícipio de Apiacá e o distrito deSanto Eduardo",-
1923,DIGEDRAT 200MG 20X60 CAP MOLE,COSMED IND COSM MED S/A,1200002025,40,766,4,706724,20E0180000763,11/03/2020,"BR-232, VIA LOCAL. MUNICÍPIO DE POMBOS -PERNAMBUCO - PE",PE
1924,DIGEFLEX 240ML SUS SABOR MORANGO,"PRATI, DONADUZZI E CIA LTDA",20A93E,2,2,0,424154,2020-018151005-001,16/04/2020,Contagem,MG
1925,DIGEFLEX 240ML SUS SABOR MORANGO,"PRATI, DONADUZZI E CIA LTDA",20A95K,12 unidades,12,12,309170,465378/2020,20/03/2020,CURITIBA,PR
1926,DIGEFLEX 240ML SUS SABOR MORANGO,"PRATI, DONADUZZI E CIA LTDA",19L07F,3 unidades,3,3,306828,-,31/03/2020,-,PR
1927,DIGEFLEX 240ML SUS SABOR MORANGO,"PRATI, DONADUZZI E CIA LTDA",18I82EA,12 unidades,12,12,307993,379978/2020,07/04/2020,RIO NEGRO,PR
1928,DIGEFLEX 240ML SUS SABOR MORANGO,"PRATI, DONADUZZI E CIA LTDA",20B56P,3 UNIDADES,3,3,318790,-,-,-,PR
1929,DIGEPLUS C/30 CAPS - NOVO,"ACHE LABORATORIOSFARMACEUTICOS SA",1916525,1,-,-,11302223,2114/2020,06/03/2020,GUARUJÁ,SP
1930,DIGESAN 10MG 10 CAPS AG,SANOFI MEDLEY,9RA02375,3 CARTUCHOS,84120,zero,24134,3417/2020,29/07/2020,"Avenida Julia Gaiolli, 740 - Água Chata - Guarulhos/SP",SP
1931,DIGESAN 10MG 10 CAPS AG,SANOFI MEDLEY,9RA02375,2 CARTUCHOS,371748,zero,24898,3417/2020,29/07/2020,"Avenida Julia Gaiolli, 740 - Água Chata - Guarulhos/SP",SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
1932,DIGESAN 10MG 10 CAPS AG,SANOFI MEDLEY,9RA02375,2 CARTUCHOS,114577,zero,24936,3417/2020,29/07/2020,"Avenida Julia Gaiolli, 740 - Água Chata - Guarulhos/SP",SP
1933,DIGESAN 10MG 10 CAPS AG,SANOFI MEDLEY,9RA02375,2 CARTUCHOS,84120,27720,31346,1416931/2020,27/09/2020,Base transportador JAD LOG,-
1934,DIGESAN 10MG CX C/50 AMP 2ML,ELFA MEDICAMENTOS S.A.,GY004,1 CAIXA,-,9,N°.000205303,229/220,19/08/2020,"RODOVIA BR 050 , 1 UBERABA",MG
1935,DIGESTIL 10MG COMP C/20 PVDC 2 50/120 BCO,LABORATÓRIO TEUTO BRASILEIRO,7027079,400 CAIXAS,15.017,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1936,DIGESTIL 10MG COMP C/20 PVDC 2 50/120 BCO,LABORATÓRIO TEUTO BRASILEIRO,7027083,300 CAIXAS,14.911,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1937,DIGESTIL 10MG COMP C/20 PVDC 2 50/120 BCO,LABORATÓRIO TEUTO BRASILEIRO,7027088,100 CAIXAS,14.760,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1938,DIGESTIL 4MG/ML SOL 20ML,LABORATÓRIO TEUTO,167207,100 CAIXAS,55693,17144,675600,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
1939,DIGESTIL 4MG/ML SOL 20ML,LABORATÓRIO TEUTO BRASILEIRO,0167206,100 CAIXAS,29.686,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
1940,DIGESTINA 10MG COM X 20,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2005261,2,5360,1473,159969,16078925,31/07/2020,SÃO PAULO,SP
1941,DIGESTINA 10MG COM X 20,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2005261,3,5360,1473,159974,16078925,31/07/2020,SÃO PAULO,SP
1942,DIGESTINA 10MG COM X 20,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2005261,12,5360,1473,160011,16078925,31/07/2020,SÃO PAULO,SP
1943,DIGESTINA 10MG COM X 20,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2005261,1,5360,1473,160104,16078925,31/07/2020,SÃO PAULO,SP
1944,DIGESTINA 10MG COM X 20,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2005261,1,5360,1473,160114,16078925,31/07/2020,SÃO PAULO,SP
1945,DIGESTINA 10MG COM X 20,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2005261,12 UN,Não se aplica para Distribuidoras,0 UN,000283481-1,16455213,01/09/2020,São Paulo,SP
1946,DIGESTINA 4MG/ML SOL OR X 20ML,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2008719,90,1620,0,159967,16078925,31/07/2020,SÃO PAULO,SP
